# Hyperreal Slow Performer History

Generated by `cargo bench --bench adversarial_library`. Timings are best-of-five wall-clock probes for deterministic adversarial cases, intended to identify edges for promotion into focused Criterion rows.

Latest run sampled 20000 deterministic cases. The table below intentionally merges the latest run with previous crate-local history by `family + operation + input`, updates each case to its worst observed time, and keeps only the 1000 worst cases. This report is a worst-ever edge finder, not a current-run leaderboard.

## Worst Performers

| Rank | Worst Time | Family | Operation | Input |
| 843 | 12.989 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14407] -1 79/683` |
| 844 | 12.989 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[17362] -5 29/182` |
| 845 | 12.989 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[4897] 1 37/73` |
| 846 | 12.989 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[7417] 1 99/613` |
| 847 | 12.989 us | `computable` | `generated_sin_p96` | `generated[5779] -3 171/250` |
| 848 | 12.979 us | `computable` | `generated_cos_p96` | `generated[2375] 6 16/23` |
| 849 | 12.979 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16372] 754/861` |
| 850 | 12.979 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18382] -1 23/419` |
| 851 | 12.970 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11662] 1 135/617` |
| 852 | 12.969 us | `computable` | `generated_cos_p96` | `generated[15830] -6 45/131` |
| 853 | 12.969 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12217] -1 49/307` |
| 854 | 12.969 us | `computable` | `generated_sin_p96` | `generated[15769] 3 125/196` |
| 855 | 12.960 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16912] 97/200` |
| 856 | 12.959 us | `computable` | `generated_atan_p96` | `generated[17559] -1 7/12` |
| 857 | 12.959 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16867] 39 10/23` |
| 858 | 12.959 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[9757] -1 105/277` |
| 859 | 12.949 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[8542] 12 31/34` |
| 860 | 12.940 us | `computable` | `generated_cos_p96` | `generated[11720] 3 205/261` |
| 861 | 12.939 us | `computable` | `generated_atan_p96` | `generated[6954] 1 47/81` |
| 862 | 12.939 us | `computable` | `generated_atan_p96` | `generated[879] -1 281/519` |
| 863 | 12.939 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6712] -32 5/12` |
| 864 | 12.939 us | `computable` | `generated_sin_p96` | `generated[15934] 3 17/249` |
| 865 | 12.929 us | `computable` | `generated_atan_p96` | `generated[17664] -1 319/563` |
| 866 | 12.929 us | `computable` | `generated_atan_p96` | `generated[2544] 1 59/102` |
| 867 | 12.929 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15907] 1 19/69` |
| 868 | 12.929 us | `computable` | `generated_sin_p96` | `generated[15799] 7 99/115` |
| 869 | 12.919 us | `computable` | `generated_cos_p96` | `generated[13055] 3 27/73` |
| 870 | 12.919 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11032] 2 91/324` |
| 871 | 12.919 us | `computable` | `generated_sin_p96` | `generated[14269] -3 67/258` |
| 872 | 12.909 us | `computable` | `generated_cos_p96` | `generated[12170] -3 16/43` |
| 873 | 12.909 us | `computable` | `generated_cos_p96` | `generated[3620] -3 16/197` |
| 874 | 12.899 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14107] -1 177/496` |
| 875 | 12.899 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[5647] -1 155/407` |
| 876 | 12.890 us | `computable` | `generated_sin_p96` | `generated[5089] 5 88/119` |
| 877 | 12.879 us | `computable` | `generated_cos_p96` | `generated[11585] -6 109/127` |
| 878 | 12.879 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12427] 13 14/47` |
| 879 | 12.869 us | `computable` | `cos_p96` | `rational[7]=3 16/113` |
| 880 | 12.869 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[9742] 87/136` |
| 881 | 12.869 us | `computable` | `sin_p96` | `rational[7]=3 16/113` |
| 882 | 12.859 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18247] -1 17/285` |
| 883 | 12.859 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6757] 1 107/401` |
| 884 | 12.849 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[1312] 1 89/323` |
| 885 | 12.849 us | `computable` | `generated_sin_p96` | `generated[7474] 5 15/32` |
| 886 | 12.839 us | `computable` | `generated_atan_p96` | `generated[15399] -1 56/99` |
| 887 | 12.839 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14722] 244/331` |
| 888 | 12.839 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15682] 359/730` |
| 889 | 12.839 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[17977] -1 5/17` |
| 890 | 12.839 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[2182] 1 25/97` |
| 891 | 12.829 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10372] 4 87/112` |
| 892 | 12.829 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15337] -5 4/83` |
| 893 | 12.829 us | `computable` | `ln_abs_plus_one_p96` | `rational[3]=1/1000000000000` |
| 894 | 12.829 us | `computable` | `ln_abs_plus_one_p96` | `rational[4]=-1/1000000000000` |
| 895 | 12.819 us | `computable` | `generated_atan_p96` | `generated[3909] 1 93/157` |
| 896 | 12.819 us | `computable` | `generated_atan_p96` | `generated[774] -1 165/304` |
| 897 | 12.819 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12397] 3 25/64` |
| 898 | 12.819 us | `computable` | `generated_sin_p96` | `generated[18514] -3 15/262` |
| 899 | 12.809 us | `computable` | `generated_cos_p96` | `generated[12365] 6 7/15` |
| 900 | 12.809 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[17377] 39/160` |
| 901 | 12.809 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18652] -1 35/687` |
| 902 | 12.809 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[9892] -1 37/137` |
| 903 | 12.799 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10162] -1 123/679` |
| 904 | 12.799 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[1432] -1 89/322` |
| 905 | 12.799 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[3502] 1 59/715` |
| 906 | 12.799 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6472] -307/672` |
| 907 | 12.799 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[7972] -1 71/305` |
| 908 | 12.799 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[8032] -185/224` |
| 909 | 12.789 us | `computable` | `generated_atan_p96` | `generated[13344] -1 137/263` |
| 910 | 12.789 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12292] 153/182` |
| 911 | 12.789 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15547] 499/596` |
| 912 | 12.780 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[13177] -37 5/16` |
| 913 | 12.779 us | `computable` | `asinh_p128` | `mid` |
| 914 | 12.779 us | `computable` | `generated_cos_p96` | `generated[11945] -3 61/76` |
| 915 | 12.779 us | `computable` | `generated_cos_p96` | `generated[18050] -5 95/119` |
| 916 | 12.779 us | `computable` | `ln_abs_plus_one_p96` | `rational[8]=-3 16/113` |
| 917 | 12.769 us | `computable` | `generated_atan_p96` | `generated[4599] 2 1/89` |
| 918 | 12.769 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11167] 1 141/458` |
| 919 | 12.759 us | `computable` | `generated_cos_p96` | `generated[11885] -3 9/157` |
| 920 | 12.749 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12157] 1 129/776` |
| 921 | 12.749 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[2137] -1 9/911` |
| 922 | 12.740 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18112] -1 11/151` |
| 923 | 12.739 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15952] 79` |
| 924 | 12.729 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15817] 73/288` |
| 925 | 12.729 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[8767] -172/239` |
| 926 | 12.719 us | `computable` | `generated_atan_p96` | `generated[11694] -1 18/73` |
| 927 | 12.719 us | `computable` | `generated_cos_p96` | `generated[6950] 3 67/179` |
| 928 | 12.710 us | `computable` | `generated_cos_p96` | `generated[3290] -7 72/91` |
| 929 | 12.709 us | `computable` | `generated_cos_p96` | `generated[15965] -3 176/265` |
| 930 | 12.709 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15727] -3 12/55` |
| 931 | 12.699 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[2497] -209/312` |
| 932 | 12.699 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6517] 18 43/52` |
| 933 | 12.689 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[1042] -2 139/378` |
| 934 | 12.689 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10567] 9 1/4` |
| 935 | 12.689 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[12097] 523/938` |
| 936 | 12.689 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[7717] 623/800` |
| 937 | 12.680 us | `computable` | `generated_tan_p96` | `generated[1431] -2 34/225` |
| 938 | 12.679 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10222] -420/517` |
| 939 | 12.679 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[15382] 448/543` |
| 940 | 12.679 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[17332] 3 80/263` |
| 941 | 12.679 us | `real` | `generated_sin_build` | `generated[18913] 4 6/41` |
| 942 | 12.669 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6112] -600/647` |
| 943 | 12.660 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18517] -1 29/553` |
| 944 | 12.659 us | `computable` | `generated_sin_p96` | `generated[14074] 3 29/143` |
| 945 | 12.649 us | `computable` | `generated_atan_p96` | `generated[15789] 1 16/71` |
| 946 | 12.639 us | `computable` | `generated_atan_p96` | `generated[11364] 1 121/208` |
| 947 | 12.639 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[2512] 1 71/397` |
| 948 | 12.639 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[4162] 1 17/309` |
| 949 | 12.629 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[11467] 34/43` |
| 950 | 12.629 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18802] 233/282` |
| 951 | 12.629 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[8932] -53 1/12` |
| 952 | 12.629 us | `computable` | `generated_tan_p96` | `generated[18111] -4 19/54` |
| 953 | 12.620 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[652] 1 3/7` |
| 954 | 12.619 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[7747] 1 95/719` |
| 955 | 12.619 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[8182] 13 26/43` |
| 956 | 12.609 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10357] -80/93` |
| 957 | 12.609 us | `computable` | `generated_sin_p96` | `generated[13579] 6 1/127` |
| 958 | 12.600 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[2842] 1 67/503` |
| 959 | 12.600 us | `computable` | `generated_sin_p96` | `generated[5449] 6 7/9` |
| 960 | 12.599 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[13327] 179/304` |
| 961 | 12.599 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[5227] 1 109/272` |
| 962 | 12.590 us | `computable` | `generated_atan_p96` | `generated[669] -1 49/89` |
| 963 | 12.589 us | `computable` | `generated_cos_p96` | `generated[15440] 3 123/187` |
| 964 | 12.589 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10027] -1 117/545` |
| 965 | 12.589 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16702] 856/967` |
| 966 | 12.589 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[1732] -500/509` |
| 967 | 12.589 us | `computable` | `generated_sin_p96` | `generated[2344] 3 39/53` |
| 968 | 12.579 us | `computable` | `generated_atan_p96` | `generated[9309] 1 16/53` |
| 969 | 12.570 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16012] 461/836` |
| 970 | 12.560 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14467] -380/521` |
| 971 | 12.559 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[13522] 1 1/29` |
| 972 | 12.559 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14842] -141 4/7` |
| 973 | 12.559 us | `real` | `generated_sin_build` | `generated[13333] 4 24/193` |
| 974 | 12.549 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[1462] -220/241` |
| 975 | 12.549 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[18982] -620/793` |
| 976 | 12.539 us | `computable` | `generated_sin_p96` | `generated[16159] -5 51/70` |
| 977 | 12.529 us | `computable` | `generated_cos_p96` | `generated[17495] 6 21/61` |
| 978 | 12.529 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16192] -1 3/25` |
| 979 | 12.529 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[17002] 4 139/157` |
| 980 | 12.529 us | `real` | `generated_sin_build` | `generated[15718] 4 2/9` |
| 981 | 12.520 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[17767] 1 7/73` |
| 982 | 12.520 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[9262] -4 63/118` |
| 983 | 12.519 us | `computable` | `generated_sin_p96` | `generated[1204] 6 24/35` |
| 984 | 12.519 us | `computable` | `generated_sin_p96` | `generated[9334] 5 36/41` |
| 985 | 12.509 us | `computable` | `generated_sin_p96` | `generated[3619] -6 4/5` |
| 986 | 12.500 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[10492] -140/157` |
| 987 | 12.499 us | `computable` | `generated_atan_p96` | `generated[11394] -1 278/543` |
| 988 | 12.499 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[2032] -589/696` |
| 989 | 12.499 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[6412] -689/834` |
| 990 | 12.490 us | `computable` | `generated_sin_p96` | `generated[18184] -5 41/52` |
| 991 | 12.489 us | `computable` | `generated_atan_p96` | `generated[15939] -1 68/367` |
| 992 | 12.489 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[1867] -640/643` |
| 993 | 12.489 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[3832] 1 55/821` |
| 994 | 12.489 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[8842] 3 8/85` |
| 995 | 12.479 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[2002] -1 1/259` |
| 996 | 12.470 us | `computable` | `generated_cos_p96` | `generated[4760] 5 52/55` |
| 997 | 12.470 us | `computable` | `generated_sin_p96` | `generated[5584] 3 1/139` |
| 998 | 12.459 us | `computable` | `generated_atan_p96` | `generated[9234] -1 187/393` |
| 999 | 12.459 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[14737] -220/263` |
| 1000 | 12.459 us | `computable` | `generated_ln_abs_plus_one_p96` | `generated[16342] 563/942` |

## Query Hints

- Search by family, operation, or literal input fragment.
- Promote repeated top offenders into dedicated Criterion rows before optimizing.
- Keep pathological panics/overflows as named tests once isolated.
- `promoted_slow_offenders.txt` rotates the regular promoted Criterion group: each report refresh promotes the worst promotable historical offender, releases the fastest promoted case, and backfills to 100 regular entries from the worst-offenders history.
